optimise, optimised, optimised, optimising, optimises
antiquate, antiquated, antiquated, antiquating, antiquates
capitalise, capitalised, capitalised, capitalising, capitalises
drink in, drinked in, drinked in, drinking in, drinks in
dupe, duped, duped, duping, dupes
invoice, invoiced, invoiced, invoicing, invoices
squeeze out, squeezed out, squeezed out, squeezeing out, squeezes out
confer with, confered with, confered with, confering with, confers with
strip down, striped down, striped down, striping down, strips down
cake, caked, caked, caking, cakes
express joy, expressed joy, expressed joy, expressing joy, expresses joy
overbear, overbeared, overbeared, overbearing, overbears
know the score, know the scored, know the scored, know the scoring, know the scores
paralyse, paralysed, paralysed, paralysing, paralyses
higgle, higgled, higgled, higgling, higgles
sack up, sacked up, sacked up, sacking up, sacks up
chance upon, chanced upon, chanced upon, chanceing upon, chances upon
lampoon, lampooned, lampooned, lampoonning, lampoons
snake, snaked, snaked, snaking, snakes
foist, foisted, foisted, foistting, foists
follow suit, followed suit, followed suit, following suit, follows suit
adorn, adorned, adorned, adornning, adorns
fetter, fettered, fettered, fettering, fetters
live with, lived with, lived with, liveing with, lives with
communize, communized, communized, communizing, communizes
aspire, aspired, aspired, aspiring, aspires
fantasise, fantasised, fantasised, fantasising, fantasises
adore, adored, adored, adoring, adores
infuriate, infuriated, infuriated, infuriating, infuriates
fluoridate, fluoridated, fluoridated, fluoridating, fluoridates
pullulate, pullulated, pullulated, pullulating, pullulates
choke, choked, choked, choking, chokes
degenerate, degenerated, degenerated, degenerating, degenerates
wamble, wambled, wambled, wambling, wambles
dunk, dunked, dunked, dunking, dunks
sublime, sublimed, sublimed, subliming, sublimes
dung, dunged, dunged, dungging, dungs
wall up, walled up, walled up, walling up, walls up
lip-read, lip-readed, lip-readed, lip-reading, lip-reads
whoosh, whooshed, whooshed, whooshing, whooshs
measure, measured, measured, measuring, measures
raise up, raised up, raised up, raiseing up, raises up
overtire, overtired, overtired, overtiring, overtires
ask, asked, asked, asking, asks
sound, sounded, sounded, sounding, sounds
ditto, dittoed, dittoed, dittoing, dittoes
bedaub, bedaubed, bedaubed, bedaubing, bedaubs
ash, ashed, ashed, ashing, ashs
conglobate, conglobated, conglobated, conglobating, conglobates
brand, branded, branded, branding, brands
aerate, aerated, aerated, aerating, aerates
snail, snailed, snailed, snailing, snails
occlude, occluded, occluded, occluding, occludes
interstratify, interstratified, interstratified, interstratifying, interstratifies
dump, dumped, dumped, dumping, dumps
phase, phased, phased, phasing, phases
cause to sleep, cause to sleeped, cause to sleeped, cause to sleeping, cause to sleeps
coldcock, coldcocked, coldcocked, coldcocking, coldcocks
unwire, unwired, unwired, unwiring, unwires
weather, weathered, weathered, weathering, weathers
adopt, adopted, adopted, adoptting, adopts
mark out, marked out, marked out, marking out, marks out
splotch, splotched, splotched, splotching, splotchs
exact, exacted, exacted, exactting, exacts
estivate, estivated, estivated, estivating, estivates
arm, armed, armed, arming, arms
decrepitate, decrepitated, decrepitated, decrepitating, decrepitates
monetise, monetised, monetised, monetising, monetises
choir, choired, choired, choiring, choirs
send around, sended around, sended around, sending around, sends around
pretermit, pretermited, pretermited, pretermitting, pretermits
bastardize, bastardized, bastardized, bastardizing, bastardizes
free-associate, free-associated, free-associated, free-associating, free-associates
bum around, bumed around, bumed around, buming around, bums around
arc, arced, arced, arcking, arcs
hanker, hankered, hankered, hankering, hankers
ooze through, oozed through, oozed through, oozeing through, oozes through
keep an eye on, keep an eye oned, keep an eye oned, keep an eye onning, keep an eye ons
reconsecrate, reconsecrated, reconsecrated, reconsecrating, reconsecrates
dull, dulled, dulled, dulling, dulls
quaver, quavered, quavered, quavering, quavers
desulphurize, desulphurized, desulphurized, desulphurizing, desulphurizes
particularize, particularized, particularized, particularizing, particularizes
tell off, telled off, telled off, telling off, tells off
spur, spured, spured, spurring, spurs
backdate, backdated, backdated, backdating, backdates
spue, spued, spued, spuing, spues
spud, spuded, spuded, spudding, spuds
cage, caged, caged, caging, cages
have sex, haved sex, haved sex, haveing sex, haves sex
solarize, solarized, solarized, solarizing, solarizes
dissertate, dissertated, dissertated, dissertating, dissertates
smooch, smooched, smooched, smooching, smoochs
deglaze, deglazed, deglazed, deglazing, deglazes
snafu, snafued, snafued, snafuing, snafus
brake, braked, braked, braking, brakes
purchase, purchased, purchased, purchasing, purchases
ape, aped, aped, aping, apes
inure, inured, inured, inuring, inures
document, documented, documented, documentting, documents
reflectorise, reflectorised, reflectorised, reflectorising, reflectorises
gear, geared, geared, gearing, gears
disfavour, disfavoured, disfavoured, disfavouring, disfavours
offer up, offered up, offered up, offering up, offers up
stand fast, standed fast, standed fast, standing fast, stands fast
flirt with, flirted with, flirted with, flirtting with, flirts with
dip solder, diped solder, diped solder, diping solder, dips solder
talk shop, talked shop, talked shop, talking shop, talks shop
familiarise, familiarised, familiarised, familiarising, familiarises
sunder, sundered, sundered, sundering, sunders
sniff out, sniffed out, sniffed out, sniffing out, sniffs out
cabal, cabaled, cabaled, caballing, cabals
unwind, unwound, unwound, unwinding, unwinds
amortize, amortized, amortized, amortizing, amortizes
geyser, geysered, geysered, geysering, geysers
pull ahead, pulled ahead, pulled ahead, pulling ahead, pulls ahead
garner, garnered, garnered, garnering, garners
disown, disowned, disowned, disownning, disowns
brain, brained, brained, brainning, brains
brail, brailed, brailed, brailing, brails
braid, braided, braided, braiding, braids
distance, distanced, distanced, distancing, distances
make a point, make a pointed, make a pointed, make a pointting, make a points
overcompensate, overcompensated, overcompensated, overcompensating, overcompensates
communise, communised, communised, communising, communises
witch, witched, witched, witching, witchs
lam into, lamed into, lamed into, laming into, lams into
snack, snacked, snacked, snacking, snacks
think over, thinked over, thinked over, thinking over, thinks over
draw together, drawed together, drawed together, drawing together, draws together
nitrate, nitrated, nitrated, nitrating, nitrates
sough, soughed, soughed, soughing, soughs
economize, economized, economized, economizing, economizes
afforest, afforested, afforested, afforestting, afforests
dam up, damed up, damed up, daming up, dams up
reproduce, reproduced, reproduced, reproducing, reproduces
chock, chocked, chocked, chocking, chocks
heckle, heckled, heckled, heckling, heckles
sleep out, sleeped out, sleeped out, sleeping out, sleeps out
untangle, untangled, untangled, untangling, untangles
spot, spoted, spoted, spotting, spots
bedamn, bedamned, bedamned, bedamnning, bedamns
muster in, mustered in, mustered in, mustering in, musters in
countercheck, counterchecked, counterchecked, counterchecking, counterchecks
smoke out, smoked out, smoked out, smokeing out, smokes out
do up, doed up, doed up, doing up, does up
help out, helped out, helped out, helping out, helps out
bastardise, bastardised, bastardised, bastardising, bastardises
strickle, strickled, strickled, strickling, strickles
placate, placated, placated, placating, placates
meditate, meditated, meditated, meditating, meditates
recover, recovered, recovered, recovering, recovers
duel, dueled, dueled, duelling, duels
uncork, uncorked, uncorked, uncorking, uncorks
particularise, particularised, particularised, particularising, particularises
frizzle, frizzled, frizzled, frizzling, frizzles
spell out, spelled out, spelled out, spelling out, spells out
facsimile, facsimiled, facsimiled, facsimiling, facsimiles
throw overboard, throwed overboard, throwed overboard, throwing overboard, throws overboard
aggress, aggressed, aggressed, aggressing, aggresses
prick up, pricked up, pricked up, pricking up, pricks up
interdepend, interdepended, interdepended, interdepending, interdepends
guggle, guggled, guggled, guggling, guggles
solarise, solarised, solarised, solarising, solarises
air, aired, aired, airing, airs
remove, removed, removed, removing, removes
image, imaged, imaged, imaging, images
verbify, verbified, verbified, verbifying, verbifies
chisel in, chiseled in, chiseled in, chiseling in, chisels in
aim, aimed, aimed, aiming, aims
ail, ailed, ailed, ailing, ails
romanize, romanized, romanized, romanizing, romanizes
flush down, flushed down, flushed down, flushing down, flushs down
jackrabbit, jackrabbited, jackrabbited, jackrabbitting, jackrabbits
ablate, ablated, ablated, ablating, ablates
bulletin, bulletined, bulletined, bulletinning, bulletins
aid, aided, aided, aiding, aids
spout, spouted, spouted, spoutting, spouts
placard, placarded, placarded, placarding, placards
incarcerate, incarcerated, incarcerated, incarcerating, incarcerates
endeavour, endeavoured, endeavoured, endeavouring, endeavours
respite, respited, respited, respiting, respites
pig it, piged it, piged it, pigging it, pigs it
even off, evened off, evened off, evenning off, evens off
jar against, jared against, jared against, jaring against, jars against
duck, ducked, ducked, ducking, ducks
interlard, interlarded, interlarded, interlarding, interlards
disjoint, disjointed, disjointed, disjointting, disjoints
lay out, layed out, layed out, laying out, lays out
double dye, doubled dye, doubled dye, doubleing dye, doubles dye
disestablish, disestablished, disestablished, disestablishing, disestablishs
invest, invested, invested, investting, invests
hark back, harked back, harked back, harking back, harks back
brace, braced, braced, bracing, braces
raise, raised, raised, raising, raises
oxygenate, oxygenated, oxygenated, oxygenating, oxygenates
thrum, thrumed, thrumed, thrumming, thrums
enliven, enlivened, enlivened, enlivenning, enlivens
kick around, kicked around, kicked around, kicking around, kicks around
practise, practised, practised, practising, practises
carry off, carried off, carried off, carrying off, carries off
amortise, amortised, amortised, amortising, amortises
wall in, walled in, walled in, walling in, walls in
invert, inverted, inverted, invertting, inverts
reassure, reassured, reassured, reassuring, reassures
crash-dive, crash-dived, crash-dived, crash-diving, crash-dives
